,Name,Sex,Age,Team,Games,Year,Season,Sport,Medal
252143,Laurent Vial,M,24.0,Switzerland,1984 Summer,1984,Summer,Cycling,2
252145,Patrick Lucien Vial,M,29.0,France,1976 Summer,1976,Summer,Judo,1
252152,Sandro Ricardo Rodrigues Viana,M,31.0,Brazil,2008 Summer,2008,Summer,Athletics,1
252155,Pierfranco Vianelli,M,21.0,Italy,1968 Summer,1968,Summer,Cycling,3
252156,Pierfranco Vianelli,M,21.0,Italy,1968 Summer,1968,Summer,Cycling,1
252171,Anne-Laure Viard,F,27.0,France,2008 Summer,2008,Summer,Canoeing,1
252190,Frano Vian,M,36.0,Croatia,2012 Summer,2012,Summer,Water Polo,3
252194,Angelo Vicardi,M,23.0,Italy,1960 Summer,1960,Summer,Gymnastics,1
252211,Jimmy Vicaut,M,20.0,France,2012 Summer,2012,Summer,Athletics,1
252244,Tania Vicent,F,22.0,Canada,1998 Winter,1998,Winter,Short Track Speed Skating,1
252245,Tania Vicent,F,26.0,Canada,2002 Winter,2002,Winter,Short Track Speed Skating,1
252247,Tania Vicent,F,30.0,Canada,2006 Winter,2006,Winter,Short Track Speed Skating,2
252250,Tania Vicent,F,34.0,Canada,2010 Winter,2010,Winter,Short Track Speed Skating,2
252275,Mirko Vievi,M,20.0,Yugoslavia,1988 Summer,1988,Summer,Water Polo,3
252281,Giuseppe Vicino,M,23.0,Italy,2016 Summer,2016,Summer,Rowing,1
252283,Janeene Hope Vickers (-McKinney),F,23.0,United States,1992 Summer,1992,Summer,Athletics,1
252286,"Stanley Frank ""Stan"" Vickers",M,28.0,Great Britain,1960 Summer,1960,Summer,Athletics,1
252289,Maria Vicol (Titi-),F,24.0,Romania,1960 Summer,1960,Summer,Fencing,1
252293,Maria Vicol (Titi-),F,32.0,Romania,1968 Summer,1968,Summer,Fencing,1
252298,Lucien Honor Victor,M,21.0,Belgium,1952 Summer,1952,Summer,Cycling,3
252314,Craig Scott Victory,M,20.0,Australia,2000 Summer,2000,Summer,Hockey,1
252327,Doriane Monique Vidal,F,25.0,France,2002 Winter,2002,Winter,Snowboarding,2
252333,Gabriel Vidal Nova,M,22.0,Spain,1992 Summer,1992,Summer,Football,3
252337,Jean-Pierre Andr Vidal,M,24.0,France,2002 Winter,2002,Winter,Alpine Skiing,3
252347,Jos Vidal,M,27.0,Uruguay,1924 Summer,1924,Summer,Football,3
252357,Rafael Antonio Vidal Castro,M,20.0,Venezuela,1984 Summer,1984,Summer,Swimming,1
252364,Lynn Marie Vidali (-Gautschi),F,16.0,United States,1968 Summer,1968,Summer,Swimming,2
252366,Lynn Marie Vidali (-Gautschi),F,20.0,United States,1972 Summer,1972,Summer,Swimming,1
252370,Csaba Vidts,M,24.0,Hungary,1972 Summer,1972,Summer,Football,2
252392,Blagoja Vidini,M,22.0,Yugoslavia,1956 Summer,1956,Summer,Football,2
252393,Blagoja Vidini,M,26.0,Yugoslavia,1960 Summer,1960,Summer,Football,3
252401,Peter Glen Vidmar,M,23.0,United States,1984 Summer,1984,Summer,Gymnastics,2
252402,Peter Glen Vidmar,M,23.0,United States,1984 Summer,1984,Summer,Gymnastics,3
252408,Peter Glen Vidmar,M,23.0,United States,1984 Summer,1984,Summer,Gymnastics,3
252419,Albin Vidovi,M,29.0,Yugoslavia,1972 Summer,1972,Summer,Handball,3
252436,Paolo Vidoz,M,30.0,Italy,2000 Summer,2000,Summer,Boxing,1
252438,Paul Vidracu,M,,Romania,1924 Summer,1924,Summer,Rugby,1
252440,Nstor Vicente Vidrio Serrano,M,23.0,Mexico,2012 Summer,2012,Summer,Football,3
252447,Ulrich Viefers,M,24.0,Germany,1996 Summer,1996,Summer,Rowing,2
252450,Valerie Viehoff,F,24.0,Germany,2000 Summer,2000,Summer,Rowing,2
252454,Douglas Eduardo Vieira,M,24.0,Brazil,1984 Summer,1984,Summer,Judo,2
252481,Sbastien Jean Servais Vielledent,M,27.0,France,2004 Summer,2004,Summer,Rowing,3
252496,"Maria ""Rie"" Vierdag (-Smit)",F,26.0,Netherlands,1932 Summer,1932,Summer,Swimming,2
252557,Marino Enrico Vigna,M,21.0,Italy,1960 Summer,1960,Summer,Cycling,3
252566,Thierry Georges Vigneron,M,24.0,France,1984 Summer,1984,Summer,Athletics,1
252568,Maurice Marie Joseph Vignerot,M,20.0,France,1900 Summer,1900,Summer,Croquet,2
252574,Farpi Vignoli,M,28.0,Italy,1936 Summer,1936,Summer,Art Competitions,3
252582,Charles Alfred Vigurs,M,23.0,Great Britain,1912 Summer,1912,Summer,Gymnastics,1
252586,Igors Vihrovs,M,22.0,Latvia,2000 Summer,2000,Summer,Gymnastics,3
252603,"Vilho Lennart ""Lenni"" Viitala",M,26.0,Finland,1948 Summer,1948,Summer,Wrestling,3
252606,Arvo Albert Viitanen,M,31.0,Finland,1956 Winter,1956,Winter,Cross Country Skiing,2
252609,Bjarte Engen Vik,M,22.0,Norway,1994 Winter,1994,Winter,Nordic Combined,2
252610,Bjarte Engen Vik,M,22.0,Norway,1994 Winter,1994,Winter,Nordic Combined,1
252611,Bjarte Engen Vik,M,26.0,Norway,1998 Winter,1998,Winter,Nordic Combined,3
252612,Bjarte Engen Vik,M,26.0,Norway,1998 Winter,1998,Winter,Nordic Combined,3
252613,Ragnar Magne Vik (Wik-),M,26.0,Sildra-1,1920 Summer,1920,Summer,Sailing,3
252627,Ingrid Anna Kristina Vikman,F,21.0,Sweden,2002 Winter,2002,Winter,Ice Hockey,1
252628,Ingrid Anna Kristina Vikman,F,25.0,Sweden,2006 Winter,2006,Winter,Ice Hockey,2
252653,Vladimir Ivanovich Vikulov,M,21.0,Soviet Union,1968 Winter,1968,Winter,Ice Hockey,3
252654,Vladimir Ivanovich Vikulov,M,25.0,Soviet Union,1972 Winter,1972,Winter,Ice Hockey,3
252655,Alexis Vila Perdomo,M,25.0,Cuba,1996 Summer,1996,Summer,Wrestling,1
252660,Lucas Martn Vila,M,29.0,Argentina,2016 Summer,2016,Summer,Hockey,3
252677,"Penelope ""Penny"" Vilagos (-Brown)",F,29.0,Canada,1992 Summer,1992,Summer,Synchronized Swimming,2
252679,"Victoria ""Vicky"" Vilagos (-Staton)",F,29.0,Canada,1992 Summer,1992,Summer,Synchronized Swimming,2
252686,Franois Antoine Vilamitjana (Caubet-),M,53.0,Martha-1,1900 Summer,1900,Summer,Sailing,2
252687,Franois Antoine Vilamitjana (Caubet-),M,53.0,Martha-1,1900 Summer,1900,Summer,Sailing,1
252720,Ral Vilches More,M,21.0,Cuba,1976 Summer,1976,Summer,Volleyball,1
252735,Eleonora Vild (-okovi),F,19.0,Yugoslavia,1988 Summer,1988,Summer,Basketball,2
252736,Raimonds Vilde,M,26.0,Soviet Union,1988 Summer,1988,Summer,Volleyball,2
252745,Sandro Viletta,M,28.0,Switzerland,2014 Winter,2014,Winter,Alpine Skiing,3
252746,Oszkr Vilezsl,M,29.0,Hungary,1960 Summer,1960,Summer,Football,1
252787,Sunette Stella Viljoen,F,32.0,South Africa,2016 Summer,2016,Summer,Athletics,2
252796,Arvis Vilkaste,M,24.0,Latvia-1,2014 Winter,2014,Winter,Bobsleigh,2
252799,Lauri Tapani Vilkko,M,26.0,Finland,1952 Summer,1952,Summer,Modern Pentathlon,1
252801,Brenda Villa,F,20.0,United States,2000 Summer,2000,Summer,Water Polo,2
252802,Brenda Villa,F,24.0,United States,2004 Summer,2004,Summer,Water Polo,1
252803,Brenda Villa,F,28.0,United States,2008 Summer,2008,Summer,Water Polo,2
252804,Brenda Villa,F,32.0,United States,2012 Summer,2012,Summer,Water Polo,3
252810,Marco Villa,M,31.0,Italy,2000 Summer,2000,Summer,Cycling,1
252814,David Villabona Echalecu,M,22.0,Spain,1992 Summer,1992,Summer,Football,3
252856,Renato Villalta,M,25.0,Italy,1980 Summer,1980,Summer,Basketball,2
252868,Anthony N. Villanueva,M,19.0,Philippines,1964 Summer,1964,Summer,Boxing,2
252884,Jos Luis Villanueva,M,19.0,Philippines,1932 Summer,1932,Summer,Boxing,1
252886,Zsigmond Villnyi,M,22.0,Hungary,1972 Summer,1972,Summer,Modern Pentathlon,2
252920,Ral Vicente Villarreal,M,26.0,Argentina,1936 Summer,1936,Summer,Boxing,1
252988,Francisco Villota y Baquiola,M,26.0,Spain,1900 Summer,1900,Summer,Basque Pelota,3
253016,Olga Gennadyevna Vilukhina,F,25.0,Russia,2014 Winter,2014,Winter,Biathlon,2
253020,Olga Gennadyevna Vilukhina,F,25.0,Russia,2014 Winter,2014,Winter,Biathlon,2
253066,"Charles Thomas ""Chuck"" Vinci, Jr.",M,23.0,United States,1956 Summer,1956,Summer,Weightlifting,3
253067,"Charles Thomas ""Chuck"" Vinci, Jr.",M,27.0,United States,1960 Summer,1960,Summer,Weightlifting,3
253093,Otakar Vindy,M,36.0,Czechoslovakia,1920 Summer,1920,Summer,Ice Hockey,1
253097,Hctor Vinent Chron,M,19.0,Cuba,1992 Summer,1992,Summer,Boxing,3
253098,Hctor Vinent Chron,M,23.0,Cuba,1996 Summer,1996,Summer,Boxing,3
253105,Karl-Gustaf Vingqvist,M,24.0,Sweden,1908 Summer,1908,Summer,Gymnastics,3
253108,Hans Vinjarengen,M,22.0,Norway,1928 Winter,1928,Winter,Nordic Combined,2
253109,Hans Vinjarengen,M,26.0,Norway,1932 Winter,1932,Winter,Nordic Combined,1
253111,Vetle Vinje,M,26.0,Norway,1988 Summer,1988,Summer,Rowing,2
253115,James Martin Vinnicombe,M,23.0,Australia,1988 Summer,1988,Summer,Cycling,2
253116,Aleksandr Yuryevich Vinogradov,M,24.0,Soviet Union,1976 Summer,1976,Summer,Canoeing,3
253117,Aleksandr Yuryevich Vinogradov,M,24.0,Soviet Union,1976 Summer,1976,Summer,Canoeing,3
253127,Aleksandr Nikolayevich Vinokurov,M,26.0,Kazakhstan,2000 Summer,2000,Summer,Cycling,2
253131,Aleksandr Nikolayevich Vinokurov,M,38.0,Kazakhstan,2012 Summer,2012,Summer,Cycling,3
253133,Eduard Teodorovich Vinokurov,M,25.0,Soviet Union,1968 Summer,1968,Summer,Fencing,3
253134,Eduard Teodorovich Vinokurov,M,29.0,Soviet Union,1972 Summer,1972,Summer,Fencing,2
253135,Eduard Teodorovich Vinokurov,M,33.0,Soviet Union,1976 Summer,1976,Summer,Fencing,3
253138,Clarence Adam Vinson,M,22.0,United States,2000 Summer,2000,Summer,Boxing,1
253140,Maribel Yerxa Vinson (-Owen),F,20.0,United States,1932 Winter,1932,Winter,Figure Skating,1
253143,Johannes Larsen Vinther,M,19.0,Denmark,1912 Summer,1912,Summer,Gymnastics,2
253168,Lasse Artturi Virn,M,23.0,Finland,1972 Summer,1972,Summer,Athletics,3
253169,Lasse Artturi Virn,M,23.0,Finland,1972 Summer,1972,Summer,Athletics,3
253170,Lasse Artturi Virn,M,26.0,Finland,1976 Summer,1976,Summer,Athletics,3
253171,Lasse Artturi Virn,M,26.0,Finland,1976 Summer,1976,Summer,Athletics,3
253183,Samisoni Viriviri,M,28.0,Fiji,2016 Summer,2016,Summer,Rugby Sevens,3
253186,Virna Cristine Dantes Dias,F,24.0,Brazil,1996 Summer,1996,Summer,Volleyball,1
253187,Virna Cristine Dantes Dias,F,29.0,Brazil,2000 Summer,2000,Summer,Volleyball,1
253193,"Alexandre ""Alex"" Virot",M,,France,1928 Summer,1928,Summer,Art Competitions,2
253194,Hannu Markus Virta,M,30.0,Finland,1994 Winter,1994,Winter,Ice Hockey,1
253196,Eino Mauno Virtanen,M,27.0,Finland,1936 Summer,1936,Summer,Wrestling,1
253197,Jukka Einar Virtanen,M,28.0,Finland,1988 Winter,1988,Winter,Ice Hockey,2
253199,"Lauri Johannes ""Lasse"" Virtanen",M,27.0,Finland,1932 Summer,1932,Summer,Athletics,1
253200,"Lauri Johannes ""Lasse"" Virtanen",M,27.0,Finland,1932 Summer,1932,Summer,Athletics,1
253205,Reima Valdemar Virtanen,M,24.0,Finland,1972 Summer,1972,Summer,Boxing,2
253207,Tessa Jane Virtue (-McCormick),F,20.0,Canada-1,2010 Winter,2010,Winter,Figure Skating,3
253208,Tessa Jane Virtue (-McCormick),F,24.0,Canada-1,2014 Winter,2014,Winter,Figure Skating,2
253209,Tessa Jane Virtue (-McCormick),F,24.0,Canada,2014 Winter,2014,Winter,Figure Skating,2
253220,"Russell John ""Russ"" Vis",M,23.0,United States,1924 Summer,1924,Summer,Wrestling,3
253232,Viorica Viscopoleanu (Belmega-),F,29.0,Romania,1968 Summer,1968,Summer,Athletics,3
253258,Bruno Visintin,M,19.0,Italy,1952 Summer,1952,Summer,Boxing,1
253262,Kalevi Viskari,M,24.0,Finland,1952 Summer,1952,Summer,Gymnastics,1
253269,Erzsbet Viski,F,20.0,Hungary,2000 Summer,2000,Summer,Canoeing,2
253270,Erzsbet Viski,F,24.0,Hungary,2004 Summer,2004,Summer,Canoeing,2
253271,Nina Gennadyevna Vislova,F,25.0,Russia,2012 Summer,2012,Summer,Badminton,1
253286,Biserka Vinji,F,26.0,Yugoslavia,1980 Summer,1980,Summer,Handball,2
253287,Biserka Vinji,F,30.0,Yugoslavia,1984 Summer,1984,Summer,Handball,3
253294,Arnas Romas Visockas,M,26.0,Lithuania,1992 Summer,1992,Summer,Basketball,1
253320,"Leendert ""Leo"" Visser",M,22.0,Netherlands,1988 Winter,1988,Winter,Speed Skating,2
253321,"Leendert ""Leo"" Visser",M,22.0,Netherlands,1988 Winter,1988,Winter,Speed Skating,1
253322,"Leendert ""Leo"" Visser",M,26.0,Netherlands,1992 Winter,1992,Winter,Speed Skating,1
253323,"Leendert ""Leo"" Visser",M,26.0,Netherlands,1992 Winter,1992,Winter,Speed Skating,1
253328,"Adriana Johanna ""Ria"" Visser",F,18.0,Netherlands,1980 Winter,1980,Winter,Speed Skating,2
253338,"Hendrik Philip ""Haas"" Visser 't Hooft",M,22.0,Netherlands,1928 Summer,1928,Summer,Hockey,2
253340,"Josephus ""Jos"" Vissers",M,19.0,Belgium,1948 Summer,1948,Summer,Boxing,2
253344,Donata Vitartait,F,27.0,Lithuania,2016 Summer,2016,Summer,Rowing,1
253369,Iosyp Davydovych Vitebskiy,M,30.0,Soviet Union,1968 Summer,1968,Summer,Fencing,2
253399,Veronika Vtkov,F,25.0,Czech Republic,2014 Winter,2014,Winter,Biathlon,2
253414,Olena Ihorivna Vitrychenko,F,19.0,Ukraine,1996 Summer,1996,Summer,Rhythmic Gymnastics,1
253418,Rita Vittadini,F,14.0,Italy,1928 Summer,1928,Summer,Gymnastics,2
253426,Nicol Vittori,M,19.0,Italy,1928 Summer,1928,Summer,Rowing,3
253464,Juan Manuel Vivaldi,M,37.0,Argentina,2016 Summer,2016,Summer,Hockey,3
253480,Georges Vivex,M,,Belgium,1920 Summer,1920,Summer,Gymnastics,2
253483,George Lane Vivian,M,35.0,Canada,1908 Summer,1908,Summer,Shooting,2
253489,Elena Viviani,F,21.0,Italy,2014 Winter,2014,Winter,Short Track Speed Skating,1
253492,Elia Viviani,M,27.0,Italy,2016 Summer,2016,Summer,Cycling,3
253512,Ladislav Vzek,M,25.0,Czechoslovakia,1980 Summer,1980,Summer,Football,3
253514,Ioan Iulian Vizitiu,M,22.0,Romania,1992 Summer,1992,Summer,Rowing,2
253517,Gyrgy Vizvri (Weiss),M,23.0,Hungary,1952 Summer,1952,Summer,Water Polo,3
253518,Nicola Vizzoni,M,26.0,Italy,2000 Summer,2000,Summer,Athletics,2
253523,Miroslav Vlach,M,28.0,Czechoslovakia,1964 Winter,1964,Winter,Ice Hockey,1
253529,"Nicolae ""Nicu"" Vlad",M,20.0,Romania,1984 Summer,1984,Summer,Weightlifting,3
253530,"Nicolae ""Nicu"" Vlad",M,24.0,Romania,1988 Summer,1988,Summer,Weightlifting,2
253532,"Nicolae ""Nicu"" Vlad",M,32.0,Romania,1996 Summer,1996,Summer,Weightlifting,1
253560,Blanka Vlai,F,24.0,Croatia,2008 Summer,2008,Summer,Athletics,2
253561,Blanka Vlai,F,32.0,Croatia,2016 Summer,2016,Summer,Athletics,1
253562,Marc-douard Vlasic,M,26.0,Canada,2014 Winter,2014,Winter,Ice Hockey,3
253571,Roman Andreyevich Vlasov,M,21.0,Russia,2012 Summer,2012,Summer,Wrestling,3
253572,Roman Andreyevich Vlasov,M,25.0,Russia,2016 Summer,2016,Summer,Wrestling,3
253573,Viktor Alekseyevich Vlasov,M,29.0,Soviet Union,1980 Summer,1980,Summer,Shooting,3
253574,Viktor Petrovich Vlasov,M,26.0,Soviet Union,1952 Summer,1952,Summer,Basketball,2
253578,Yury Petrovich Vlasov,M,24.0,Soviet Union,1960 Summer,1960,Summer,Weightlifting,3
253579,Yury Petrovich Vlasov,M,28.0,Soviet Union,1964 Summer,1964,Summer,Weightlifting,2
253586,Yuliya Ivanovna Vlasova,F,24.0,Unified Team,1992 Winter,1992,Winter,Short Track Speed Skating,1
253587,Pnlope Julie Vlasto (-Serpieri),F,20.0,France,1924 Summer,1924,Summer,Tennis,2
253589,Erik Vlek,M,22.0,Slovakia,2004 Summer,2004,Summer,Canoeing,1
253590,Erik Vlek,M,26.0,Slovakia,2008 Summer,2008,Summer,Canoeing,2
253594,Erik Vlek,M,34.0,Slovakia,2016 Summer,2016,Summer,Canoeing,2
253600,Kirsten Vlieghuis,F,20.0,Netherlands,1996 Summer,1996,Summer,Swimming,1
253601,Kirsten Vlieghuis,F,20.0,Netherlands,1996 Summer,1996,Summer,Swimming,1
253616,Vclav Vochoska,M,20.0,Czechoslovakia,1976 Summer,1976,Summer,Rowing,1
253617,Vclav Vochoska,M,24.0,Czechoslovakia,1980 Summer,1980,Summer,Rowing,1
253659,Nataliya Aleksandrovna Vodopyanova,F,23.0,Russia,2004 Summer,2004,Summer,Basketball,1
253660,Nataliya Aleksandrovna Vodopyanova,F,27.0,Russia,2008 Summer,2008,Summer,Basketball,1
253684,"August ""Gus"" Voerg",M,34.0,Western Rowing Club-3,1904 Summer,1904,Summer,Rowing,1
253691,Eberhard Konrad Roman Vogdt,M,25.0,Tutti V,1928 Summer,1928,Summer,Sailing,1
253692,Ingo Voge,M,25.0,East Germany-2,1984 Winter,1984,Winter,Bobsleigh,2
253693,Ingo Voge,M,29.0,East Germany-1,1988 Winter,1988,Winter,Bobsleigh,2
253699,Eberhard Vogel,M,21.0,Germany,1964 Summer,1964,Summer,Football,1
253700,Eberhard Vogel,M,29.0,East Germany,1972 Summer,1972,Summer,Football,1
253708,Kristina Vogel,F,21.0,Germany,2012 Summer,2012,Summer,Cycling,3
253709,Kristina Vogel,F,25.0,Germany,2016 Summer,2016,Summer,Cycling,3
253711,Kristina Vogel,F,25.0,Germany,2016 Summer,2016,Summer,Cycling,1
253713,"Matthew Haynes ""Matt"" Vogel",M,19.0,United States,1976 Summer,1976,Summer,Swimming,3
253714,"Matthew Haynes ""Matt"" Vogel",M,19.0,United States,1976 Summer,1976,Summer,Swimming,3
253718,Renate Vogel (-Heinrich),F,17.0,East Germany,1972 Summer,1972,Summer,Swimming,2
253739,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,21.0,Netherlands,1996 Summer,1996,Summer,Hockey,3
253740,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,25.0,Netherlands,2000 Summer,2000,Summer,Hockey,3
253741,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,29.0,Netherlands,2004 Summer,2004,Summer,Hockey,2
253776,Carina Vogt,F,22.0,Germany,2014 Winter,2014,Winter,Ski Jumping,3
253808,Richard Vogt,M,23.0,Germany,1936 Summer,1936,Summer,Boxing,2
253815,Karel Vohralk,M,26.0,Czechoslovakia,1972 Winter,1972,Winter,Ice Hockey,1
253826,Angela Voigt (Schmalfeld-),F,25.0,East Germany,1976 Summer,1976,Summer,Athletics,3
253830,Emil Robert Voigt,M,25.0,Great Britain,1908 Summer,1908,Summer,Athletics,3
253835,Emil Alwell Voigt,M,24.0,United States,1904 Summer,1904,Summer,Gymnastics,1
253836,Emil Alwell Voigt,M,24.0,United States,1904 Summer,1904,Summer,Gymnastics,1
253837,Emil Alwell Voigt,M,24.0,United States,1904 Summer,1904,Summer,Gymnastics,2
253839,Harry-Carl Voigt,M,23.0,Germany,1936 Summer,1936,Summer,Athletics,1
253848,Siegfried Voigt,M,29.0,East Germany,1980 Summer,1980,Summer,Handball,3
253851,Radu Voina,M,22.0,Romania,1972 Summer,1972,Summer,Handball,1
253852,Radu Voina,M,25.0,Romania,1976 Summer,1976,Summer,Handball,2
253853,Radu Voina,M,29.0,Romania,1980 Summer,1980,Summer,Handball,1
253855,Camelia Voinea,F,18.0,Romania,1988 Summer,1988,Summer,Gymnastics,2
253860,Maricel Voinea,M,21.0,Romania,1980 Summer,1980,Summer,Handball,1
253861,Maricel Voinea,M,25.0,Romania,1984 Summer,1984,Summer,Handball,1
253869,Eszter (Zsfia) Voit (-Vlgyi),F,20.0,Hungary,1936 Summer,1936,Summer,Gymnastics,1
253875,Zorica Vojinovi,F,22.0,Yugoslavia,1980 Summer,1980,Summer,Handball,2
253882,Josef Vojta,M,29.0,Czechoslovakia,1964 Summer,1964,Summer,Football,2
253889,Vladimir Anatolyevich Vokhmyanin,M,30.0,Unified Team,1992 Summer,1992,Summer,Shooting,1
253890,Vladimir Anatolyevich Vokhmyanin,M,34.0,Kazakhstan,1996 Summer,1996,Summer,Shooting,1
253899,Tom Vokoun,M,29.0,Czech Republic,2006 Winter,2006,Winter,Ice Hockey,1
253902,Jaroslav Volak,M,21.0,Austria,1936 Summer,1936,Summer,Handball,2
253914,Nataliya Mechislavovna Volchek,F,24.0,Belarus,1996 Summer,1996,Summer,Rowing,1
253918,Yelena Vladimirovna Volchetskaya (-Tyunenkova),F,19.0,Soviet Union,1964 Summer,1964,Summer,Gymnastics,3
253944,Jaroslav Volf,M,24.0,Czech Republic-1,2004 Summer,2004,Summer,Canoeing,1
253945,Jaroslav Volf,M,28.0,Czech Republic,2008 Summer,2008,Summer,Canoeing,2
253952,"Richard Lawrence ""Dick"" Voliva",M,23.0,United States,1936 Summer,1936,Summer,Wrestling,2
253954,Helen Volk,F,26.0,Zimbabwe,1980 Summer,1980,Summer,Hockey,3
253957,Josef Vlk,M,27.0,West Germany,1976 Winter,1976,Winter,Ice Hockey,1
253962,Sabine Vlker,F,28.0,Germany,2002 Winter,2002,Winter,Speed Skating,1
253963,Sabine Vlker,F,28.0,Germany,2002 Winter,2002,Winter,Speed Skating,2
253964,Sabine Vlker,F,28.0,Germany,2002 Winter,2002,Winter,Speed Skating,2
253966,Sabine Vlker,F,32.0,Germany,2006 Winter,2006,Winter,Speed Skating,3
253968,Sandra Vlker,F,22.0,Germany,1996 Summer,1996,Summer,Swimming,1
253969,Sandra Vlker,F,22.0,Germany,1996 Summer,1996,Summer,Swimming,2
253970,Sandra Vlker,F,22.0,Germany,1996 Summer,1996,Summer,Swimming,1
253984,Stephan Volkert,M,20.0,Germany,1992 Summer,1992,Summer,Rowing,3
253985,Stephan Volkert,M,24.0,Germany,1996 Summer,1996,Summer,Rowing,3
253986,Stephan Volkert,M,29.0,Germany,2000 Summer,2000,Summer,Rowing,1
253993,Iris Vlkner,F,23.0,West Germany,1984 Summer,1984,Summer,Rowing,1
253997,Aleksandr Aleksandrovich Volkov,M,23.0,Russia,2008 Summer,2008,Summer,Volleyball,1
253998,Aleksandr Aleksandrovich Volkov,M,27.0,Russia,2012 Summer,2012,Summer,Volleyball,3
254004,Aleksey Anatolyevich Volkov,M,25.0,Russia,2014 Winter,2014,Winter,Biathlon,3
254008,Dmitry Arkadyevich Volkov,M,22.0,Soviet Union,1988 Summer,1988,Summer,Swimming,1
254009,Dmitry Arkadyevich Volkov,M,22.0,Soviet Union,1988 Summer,1988,Summer,Swimming,1
254011,Dmitry Arkadyevich Volkov,M,26.0,Unified Team,1992 Summer,1992,Summer,Swimming,2
254013,Konstantin Yuryevich Volkov,M,20.0,Soviet Union,1980 Summer,1980,Summer,Athletics,2
254014,Leonid Ivanovich Volkov,M,29.0,Soviet Union,1964 Winter,1964,Winter,Ice Hockey,3
254015,"Oleksandr Anatoliyovych ""Sasha"" Volkov",M,24.0,Soviet Union,1988 Summer,1988,Summer,Basketball,3
254022,Valery Yakovlevich Volkov,M,32.0,Soviet Union,1980 Summer,1980,Summer,Equestrianism,3
254032,Yekaterina Gennadyevna Volkova (-Mastrova),F,30.0,Russia,2008 Summer,2008,Summer,Athletics,1
254033,Yelena Pavlovna Volkova,F,28.0,Soviet Union,1988 Summer,1988,Summer,Volleyball,3
254046,Frdric Jean-Pierre Philippe Volle,M,26.0,France,1992 Summer,1992,Summer,Handball,1
254048,Walter Volle,M,22.0,Germany,1936 Summer,1936,Summer,Rowing,3
254054,Julie Jo Vollertsen (-Melli),F,25.0,United States,1984 Summer,1984,Summer,Volleyball,2
254056,Harald Vollmar,M,21.0,East Germany,1968 Summer,1968,Summer,Shooting,1
254058,Harald Vollmar,M,29.0,East Germany,1976 Summer,1976,Summer,Shooting,2
254059,Harald Vollmar,M,33.0,East Germany,1980 Summer,1980,Summer,Shooting,2
254061,Dana Whitney Vollmer (-Grant),F,16.0,United States,2004 Summer,2004,Summer,Swimming,3
254062,Dana Whitney Vollmer (-Grant),F,24.0,United States,2012 Summer,2012,Summer,Swimming,3
254063,Dana Whitney Vollmer (-Grant),F,24.0,United States,2012 Summer,2012,Summer,Swimming,3
254064,Dana Whitney Vollmer (-Grant),F,24.0,United States,2012 Summer,2012,Summer,Swimming,3
254065,Dana Whitney Vollmer (-Grant),F,28.0,United States,2016 Summer,2016,Summer,Swimming,2
254066,Dana Whitney Vollmer (-Grant),F,28.0,United States,2016 Summer,2016,Summer,Swimming,1
254067,Dana Whitney Vollmer (-Grant),F,28.0,United States,2016 Summer,2016,Summer,Swimming,3
254069,"Herbert Eberhard Jordan ""Herb"" Vollmer",M,29.0,United States,1924 Summer,1924,Summer,Water Polo,1
254078,Gennady Georgiyevich Volnov,M,20.0,Soviet Union,1960 Summer,1960,Summer,Basketball,2
254079,Gennady Georgiyevich Volnov,M,24.0,Soviet Union,1964 Summer,1964,Summer,Basketball,2
254080,Gennady Georgiyevich Volnov,M,28.0,Soviet Union,1968 Summer,1968,Summer,Basketball,1
254081,Gennady Georgiyevich Volnov,M,32.0,Soviet Union,1972 Summer,1972,Summer,Basketball,3
254082,Marina Ivanovna Volnova,F,22.0,Kazakhstan,2012 Summer,2012,Summer,Boxing,1
254083,Vladimir Vladimirovich Volodenkov,M,24.0,Russia,1996 Summer,1996,Summer,Rowing,1
254114,Lyubov Mikhaylovna Volosova,F,29.0,Russia,2012 Summer,2012,Summer,Wrestling,1
254117,Tetiana Andrivna Volosozhar,F,27.0,Russia-1,2014 Winter,2014,Winter,Figure Skating,3
254118,Tetiana Andrivna Volosozhar,F,27.0,Russia,2014 Winter,2014,Winter,Figure Skating,3
254123,Bryan Daniel Volpenhein,M,27.0,United States,2004 Summer,2004,Summer,Rowing,3
254124,Bryan Daniel Volpenhein,M,31.0,United States,2008 Summer,2008,Summer,Rowing,1
254142,Gerd Vls,M,26.0,Germany,1936 Summer,1936,Summer,Rowing,1
254146,Gintar Volungeviit-Scheidt,F,25.0,Lithuania,2008 Summer,2008,Summer,Sailing,2
254150,Dumitru Volvoreanu,M,,Romania,1924 Summer,1924,Summer,Rugby,1
254157,Matthias Max Volz,M,26.0,Germany,1936 Summer,1936,Summer,Gymnastics,3
254159,Matthias Max Volz,M,26.0,Germany,1936 Summer,1936,Summer,Gymnastics,1
254162,Matthias Max Volz,M,26.0,Germany,1936 Summer,1936,Summer,Gymnastics,1
254166,Helga Margot Volz-Mees,F,27.0,Germany,1964 Summer,1964,Summer,Fencing,2
254167,Helga Margot Volz-Mees,F,27.0,Germany,1964 Summer,1964,Summer,Fencing,1
